seq_id	song	seq_name	n_frames
71	aint2proud2beg	swish_wave_aint2proud2beg.seq	16
72	aint2proud2beg	the_wop_aint2proud2beg.seq	16
73	aint2proud2beg	think_mookie_aint2proud2beg.seq	16
74	aint2proud2beg	thought_process_aint2proud2beg.seq	16
75	aint2proud2beg	under_sway_aint2proud2beg.seq	16
76	aint2proud2beg	whats_my_name_aint2proud2beg.seq	16
77	aint2proud2beg	wipe_the_x_off_l_aint2proud2beg.seq	16
78	aint2proud2beg	wipe_the_x_off_r_aint2proud2beg.seq	16
79	aroundtheworld	arm_swing_aroundtheworld.seq	16
80	aroundtheworld	around_the_world_r_aroundtheworld.seq	16
81	aroundtheworld	around_this_low_dl_aroundtheworld.seq	16
82	aroundtheworld	around_this_low_dr_aroundtheworld.seq	16
83	aroundtheworld	around_this_reset_l_aroundtheworld.seq	16
84	aroundtheworld	around_this_reset_r_aroundtheworld.seq	16
85	aroundtheworld	boog_hop_aroundtheworld.seq	16
86	aroundtheworld	cross_step_aroundtheworld.seq	16
87	aroundtheworld	double_hit_lr_aroundtheworld.seq	16
88	aroundtheworld	double_hit_u_normal_aroundtheworld.seq	16
89	aroundtheworld	finishing_move_aroundtheworld.seq	14
90	aroundtheworld	french_twist_aroundtheworld.seq	16
91	aroundtheworld	groove_down_aroundtheworld.seq	16
92	aroundtheworld	groove_up_aroundtheworld.seq	16
93	aroundtheworld	j_i_b_groove_aroundtheworld.seq	16
94	aroundtheworld	j_i_b_swing_aroundtheworld.seq	16
95	aroundtheworld	jack_in_the_box_aroundtheworld.seq	16
96	aroundtheworld	lean_pop_fb_aroundtheworld.seq	16
97	aroundtheworld	lean_pop_lr_aroundtheworld.seq	16
98	aroundtheworld	leg_rock_and_spin_aroundtheworld.seq	16
99	aroundtheworld	leg_rock_aroundtheworld.seq	16
100	aroundtheworld	leg_roll_aroundtheworld.seq	16
101	aroundtheworld	roll_breakdown_aroundtheworld.seq	16
102	aroundtheworld	saccing_cross_arms_aroundtheworld.seq	16
103	aroundtheworld	shuffle_back_aroundtheworld.seq	16
104	aroundtheworld	single_hits_aroundtheworld.seq	16
105	aroundtheworld	skate_aroundtheworld.seq	16
106	aroundtheworld	step_out_aroundtheworld.seq	16
107	aroundtheworld	strut_aroundtheworld.seq	16
108	aroundtheworld	wave_breakdown_aroundtheworld.seq	16
109	aroundtheworld	wave_l_out_aroundtheworld.seq	16
110	aroundtheworld	wave_l_out_in_aroundtheworld.seq	16
111	aroundtheworld	wave_r_out_aroundtheworld.seq	16
112	aroundtheworld	wave_r_out_in_aroundtheworld.seq	16
113	bassdownlow	bass_down_low_bassdownlow.seq	16
114	bassdownlow	celebrate_rl_bassdownlow.seq	16
115	bassdownlow	count_and_throw_bassdownlow.seq	16
116	bassdownlow	duw_rl_bassdownlow.seq	16
117	bassdownlow	finishing_move_bassdownlow.seq	14
118	bassdownlow	get_get_get_a_lick_bassdownlow.seq	16
119	bassdownlow	groove_r_bassdownlow.seq	16
120	bassdownlow	headphone_walk_bassdownlow.seq	16
121	bassdownlow	hop_skip_skip_drop_bassdownlow.seq	16
122	bassdownlow	i_like_my_beats_fast_bassdownlow.seq	16
123	bassdownlow	kermit_the_frog_rl_bassdownlow.seq	16
124	bassdownlow	kick_chop_rl_bassdownlow.seq	16
125	bassdownlow	lean_and_pose_rl_bassdownlow.seq	16
126	bassdownlow	lean_and_shout_rl_bassdownlow.seq	16
127	bassdownlow	lock_l_lock_r_bassdownlow.seq	16
128	bassdownlow	mitts_in_the_oven_bassdownlow.seq	16
129	bassdownlow	pull_and_drop_l_bassdownlow.seq	16
130	bassdownlow	pull_and_drop_r_bassdownlow.seq	16
131	bassdownlow	roll_down_low_l_bassdownlow.seq	16
132	bassdownlow	roll_down_low_r_bassdownlow.seq	16
133	bassdownlow	shoot_lr_rl_bassdownlow.seq	16
134	bassdownlow	shoulder_rl_bassdownlow.seq	16
135	bassdownlow	shrug_walk_rl_bassdownlow.seq	16
136	bassdownlow	slap_the_floor_l_bassdownlow.seq	16
137	bassdownlow	slap_the_floor_r_bassdownlow.seq	16
138	bassdownlow	step_punch_slide_l_bassdownlow.seq	16
139	bassdownlow	step_punch_slide_r_bassdownlow.seq	16
140	bassdownlow	stop_and_drop_rl_bassdownlow.seq	16
141	bassdownlow	wipe_the_lip_rl_bassdownlow.seq	16
142	betteroffalone	clear_path_l_betteroffalone.seq	16
143	betteroffalone	clear_path_r_betteroffalone.seq	16
144	betteroffalone	cross_back_clap_l_betteroffalone.seq	16
145	betteroffalone	cross_back_clap_r_betteroffalone.seq	16
146	betteroffalone	cross_jabs_betteroffalone.seq	16
147	betteroffalone	cross_swings_betteroffalone.seq	16
148	betteroffalone	finishing_move_betteroffalone.seq	13
149	betteroffalone	heely_betteroffalone.seq	16
150	betteroffalone	hops_betteroffalone.seq	16
151	betteroffalone	hype_pump_l_betteroffalone.seq	16
152	betteroffalone	hype_pump_r_betteroffalone.seq	16
153	betteroffalone	i_want_it_betteroffalone.seq	16
154	betteroffalone	jabbin_betteroffalone.seq	16
155	betteroffalone	kick_step_back_betteroffalone.seq	16
156	betteroffalone	low_twists_betteroffalone.seq	16
157	betteroffalone	old_school_bounce_l_betteroffalone.seq	16
158	betteroffalone	old_school_bounce_r_betteroffalone.seq	16
159	betteroffalone	pull_it_down_l_betteroffalone.seq	16
160	betteroffalone	pull_it_down_r_betteroffalone.seq	16
161	betteroffalone	pull_through_betteroffalone.seq	16
162	betteroffalone	quick_trip_betteroffalone.seq	16
163	betteroffalone	reach_4_the_stars_l_betteroffalone.seq	16
164	betteroffalone	reach_4_the_stars_r_betteroffalone.seq	16
165	betteroffalone	roxbury_betteroffalone.seq	16
166	betteroffalone	shoulder_brush_betteroffalone.seq	16
167	betteroffalone	slushie_betteroffalone.seq	16
168	betteroffalone	smooth_pull_l_betteroffalone.seq	16
169	betteroffalone	smooth_pull_r_betteroffalone.seq	16
170	betteroffalone	talk_to_me_betteroffalone.seq	16
171	bewareoftheboys	chaiya_chaiya_l_bewareoftheboys.seq	16
172	bewareoftheboys	chaiya_chaiya_r_bewareoftheboys.seq	16
173	bewareoftheboys	cross_and_lean_bewareoftheboys.seq	16
174	bewareoftheboys	cross_step_too_hot_bewareoftheboys.seq	16
175	bewareoftheboys	farmer_bewareoftheboys.seq	16
176	bewareoftheboys	finishing_move_bewareoftheboys.seq	14
177	bewareoftheboys	grind_with_me_bewareoftheboys.seq	16
178	bewareoftheboys	jerk_bewareoftheboys.seq	16
179	bewareoftheboys	mad_as_hell_bewareoftheboys.seq	16
180	bewareoftheboys	massage_therapy_bewareoftheboys.seq	16
181	bewareoftheboys	pain_in_the_ass_bewareoftheboys.seq	16
182	bewareoftheboys	pantry_bewareoftheboys.seq	16
183	bewareoftheboys	peanuts_bewareoftheboys.seq	16
184	bewareoftheboys	pendulum_bewareoftheboys.seq	16
185	bewareoftheboys	rainbow_bang_l_bewareoftheboys.seq	16
186	bewareoftheboys	rainbow_bang_r_bewareoftheboys.seq	16
187	bewareoftheboys	ready_set_go_bewareoftheboys.seq	16
188	bewareoftheboys	repeat_l_bewareoftheboys.seq	16
189	bewareoftheboys	repeat_r_bewareoftheboys.seq	16
190	bewareoftheboys	scoop_shoulder_bewareoftheboys.seq	16
191	bewareoftheboys	ski_slope_lr_bewareoftheboys.seq	16
192	bewareoftheboys	ski_slope_rl_bewareoftheboys.seq	16
193	bewareoftheboys	snake_dance_bewareoftheboys.seq	16
194	bewareoftheboys	spastic_pony_bewareoftheboys.seq	16
195	bewareoftheboys	switch_turn_stick_bewareoftheboys.seq	16
196	bewareoftheboys	the_bolly_windmill_r_bewareoftheboys.seq	16
197	bewareoftheboys	tricky_bewareoftheboys.seq	16
198	bewareoftheboys	tunak_tunak_bewareoftheboys.seq	16
199	bewareoftheboys	twisties_bewareoftheboys.seq	16
200	bewareoftheboys	waterfall_bewareoftheboys.seq	16
201	bewareoftheboys	wave_bewareoftheboys.seq	16
202	blackandtan	amp_up_blackandtan.seq	16
203	blackandtan	arm_swing_blackandtan.seq	16
204	blackandtan	bring_it_blackandtan.seq	16
205	blackandtan	buck_square_blackandtan.seq	16
206	blackandtan	bully_check_blackandtan.seq	16
207	blackandtan	busta_run_blackandtan.seq	16
208	blackandtan	can_crush_blackandtan.seq	16
209	blackandtan	criss_cross_apple_sauce_blackandtan.seq	16
210	blackandtan	cross_bones_blackandtan.seq	16
211	blackandtan	eliot_blackandtan.seq	16
212	blackandtan	finishing_move_blackandtan.seq	14
213	blackandtan	get_back_here_blackandtan.seq	16
214	blackandtan	grichka_blackandtan.seq	16
215	blackandtan	grimey_east_blackandtan.seq	16
216	blackandtan	gumby_blackandtan.seq	16
217	blackandtan	jab_combo_1_blackandtan.seq	16
218	blackandtan	jab_combo_2_blackandtan.seq	16
219	blackandtan	lean_back_blackandtan.seq	16
220	blackandtan	mjt_blackandtan.seq	16
221	blackandtan	moonwalk_blackandtan.seq	16
222	blackandtan	peace_over_war_blackandtan.seq	16
223	blackandtan	pinnochio_blackandtan.seq	16
224	blackandtan	reverb_blackandtan.seq	16
225	blackandtan	rip_shirt_blackandtan.seq	16
226	blackandtan	slow_pulse_l_blackandtan.seq	16
227	blackandtan	slow_pulse_r_blackandtan.seq	16
228	blackandtan	slow_pulse_straight_point_blackandtan.seq	16
229	blackandtan	slow_turn_blackandtan.seq	16
230	blackandtan	soccer_kick_blackandtan.seq	16
231	blackandtan	start_up_blackandtan.seq	16
232	blackandtan	suck_it_blackandtan.seq	16
233	blackandtan	talk_to_crowd_blackandtan.seq	16
234	blackandtan	tan_stomp_blackandtan.seq	16
235	blackandtan	the_incredible_hulk_blackandtan.seq	16
236	blackandtan	well_take_you_down_blackandtan.seq	16
237	blackandtan	youll_never_stop_dci_blackandtan.seq	16
238	boomboompow	air_guitar_boomboompow.seq	16
239	boomboompow	ampy_boomboompow.seq	16
240	boomboompow	ape_boomboompow.seq	16
241	boomboompow	boom_boom_back_l_boomboompow.seq	16
242	boomboompow	boom_boom_back_r_boomboompow.seq	16
243	boomboompow	booming_l_boomboompow.seq	16
244	boomboompow	booming_r_boomboompow.seq	16
245	boomboompow	cheer_pumps_boomboompow.seq	16
246	boomboompow	copy_cat_boomboompow.seq	16
247	boomboompow	dig_ems_l_boomboompow.seq	16
248	boomboompow	dig_ems_r_boomboompow.seq	16
249	boomboompow	dog_pumps_l_boomboompow.seq	16
250	boomboompow	dog_pumps_r_boomboompow.seq	16
251	boomboompow	finishing_move_boomboompow.seq	14
252	boomboompow	future_flow_boomboompow.seq	16
253	boomboompow	get_around_boomboompow.seq	16
254	boomboompow	get_it_boomboompow.seq	16
255	boomboompow	high_steps_boomboompow.seq	16
256	boomboompow	next_level_ish_boomboompow.seq	16
257	boomboompow	on_the_run_l_boomboompow.seq	16
258	boomboompow	on_the_run_r_boomboompow.seq	16
259	boomboompow	pump_ish_boomboompow.seq	16
260	boomboompow	quick_feet_2_boomboompow.seq	16
261	boomboompow	quick_feet_boomboompow.seq	16
262	boomboompow	rock_dem_beats_boomboompow.seq	16
263	boomboompow	schnapps_boomboompow.seq	16
264	boomboompow	side_pumps_l_boomboompow.seq	16
265	boomboompow	side_pumps_r_boomboompow.seq	16
266	boomboompow	side_snaps_l_boomboompow.seq	16
267	boomboompow	side_snaps_r_boomboompow.seq	16
268	boomboompow	space_zoom_boomboompow.seq	16
269	boomboompow	swift_boomboompow.seq	16
270	boomboompow	tardy_l_boomboompow.seq	16
271	boomboompow	tardy_r_boomboompow.seq	16
272	boomboompow	tickin_cobra_l_boomboompow.seq	16
273	boomboompow	tickin_cobra_r_boomboompow.seq	16
274	boomboompow	wiggan_l_boomboompow.seq	16
275	boomboompow	wiggan_r_boomboompow.seq	16
276	boomboompow	wopz_boomboompow.seq	16
277	boyfriend	ak_boyfriend.seq	16
278	boyfriend	around_head_down_boyfriend.seq	16
279	boyfriend	bieber_jerk_l_boyfriend.seq	16
280	boyfriend	bieber_jerk_r_boyfriend.seq	16
281	boyfriend	blade_boyfriend.seq	16
282	boyfriend	circle_chest_boyfriend.seq	16
283	boyfriend	curls_boyfriend.seq	16
284	boyfriend	dice_boyfriend.seq	16
285	boyfriend	dust_off_boyfriend.seq	16
286	boyfriend	finishing_move_boyfriend.seq	14
287	boyfriend	get_jiggy_wit_it_boyfriend.seq	16
288	boyfriend	get_low_boyfriend.seq	16
289	boyfriend	grind_back_boyfriend.seq	16
290	boyfriend	haircut_boyfriend.seq	16
291	boyfriend	holla_atcha_l_boyfriend.seq	16
292	boyfriend	holla_atcha_r_boyfriend.seq	16
293	boyfriend	hourglass_boyfriend.seq	16
294	boyfriend	jazz_hand_up_boyfriend.seq	16
295	boyfriend	lift_your_leg_boyfriend.seq	16
296	boyfriend	move_boyfriend.seq	16
297	boyfriend	muscle_man_boyfriend.seq	16
298	boyfriend	no_fighting_boyfriend.seq	16
299	boyfriend	onyx_boyfriend.seq	16
300	boyfriend	pump_in_place_r_boyfriend.seq	16
301	boyfriend	rock_to_the_right_boyfriend.seq	16
302	boyfriend	shoulders_boyfriend.seq	16
303	boyfriend	shut_up_boyfriend.seq	16
304	boyfriend	skate_boyfriend.seq	16
305	boyfriend	step_step_boyfriend.seq	16
306	boyfriend	step_turn_boyfriend.seq	16
307	boyfriend	talk_boyfriend.seq	16
308	boyfriend	twist_low_boyfriend.seq	16
309	boyfriend	vq1_boyfriend.seq	16
310	boyfriend	wheelchair_boyfriend.seq	16
311	calabria	back_against_the_wall_calabria.seq	16
312	calabria	back_up_calabria.seq	16
313	calabria	carnival_calabria.seq	16
314	calabria	chiro_l_calabria.seq	16
315	calabria	chiro_r_calabria.seq	16
316	calabria	come_round_now_calabria.seq	16
317	calabria	corkscrew_calabria.seq	16
318	calabria	double_punch_r_calabria.seq	16
319	calabria	dutty_whine_calabria.seq	16
320	calabria	finishing_move_calabria.seq	14
321	calabria	hellshire_stroll_l_calabria.seq	16
322	calabria	hellshire_stroll_r_calabria.seq	16
323	calabria	horizon_arms_calabria.seq	16
324	calabria	i_feel_love_calabria.seq	16
325	calabria	look_out_below_calabria.seq	16
326	calabria	look_out_man_calabria.seq	16
327	calabria	matador_l_calabria.seq	16
328	calabria	matador_r_calabria.seq	16
329	calabria	newtons_hip_cradle_calabria.seq	16
330	calabria	noisemaker_calabria.seq	16
331	calabria	punchy_r_calabria.seq	16
332	calabria	push_on_me_calabria.seq	16
333	calabria	push_up_calabria.seq	16
334	calabria	rollerskate_l_calabria.seq	16
335	calabria	rollerskate_r_calabria.seq	16
336	calabria	screw_off_calabria.seq	16
337	calabria	see_dat_calabria.seq	16
338	calabria	selector_calabria.seq	16
339	calabria	skates_l_calabria.seq	16
340	calabria	skates_r_calabria.seq	16
341	calabria	ski_mask_calabria.seq	16
342	calabria	stukie_l1_calabria.seq	16
343	calabria	stukie_l2_calabria.seq	16
344	calabria	stukie_r1_calabria.seq	16
345	calabria	stukie_r2_calabria.seq	16
346	calabria	twist_your_backside_calabria.seq	16
347	calabria	twisted_ankle_calabria.seq	16
348	calabria	willybounce_calabria.seq	16
349	calabria	willybounce_low_calabria.seq	16
350	chingaling	ad_damm_l_chingaling.seq	16
351	chingaling	ad_damm_r_chingaling.seq	16
352	chingaling	arm_wave_drive_pull_back_chingaling.seq	16
353	chingaling	bush_pits_chingaling.seq	16
354	chingaling	butt_slap_turn_around_chingaling.seq	16
355	chingaling	chin_sit_chingaling.seq	16
356	chingaling	cold_arm_chingaling.seq	16
357	chingaling	double_take_em_curves_chingaling.seq	16
358	chingaling	finishing_move_chingaling.seq	14
359	chingaling	fist_circle_l_tick_tock_chingaling.seq	16
360	chingaling	fist_circle_r_tick_tock_chingaling.seq	16
361	chingaling	flick_bogo_chingaling.seq	16
362	chingaling	flick_reeerrrow_chingaling.seq	16
363	chingaling	gitty_grab_chingaling.seq	16
364	chingaling	gitty_knees_flap_chingaling.seq	16
365	chingaling	hated_it_chanel_chingaling.seq	16
366	chingaling	hip_sway_chingaling.seq	16
367	chingaling	hippy_r_hook_l_chingaling.seq	16
368	chingaling	hop_hop_l_smush_r_chingaling.seq	16
369	chingaling	hump_roll_sleep_chingaling.seq	16
370	chingaling	jack_hammer_large_hip_circle_chingaling.seq	16
371	chingaling	kick_back_bring_it_chingaling.seq	16
372	chingaling	kriss_kross_roll_up_chingaling.seq	16
373	chingaling	march_punch_chingaling.seq	16
374	chingaling	marilyn_spikey_wiggle_hit_chingaling.seq	16
375	chingaling	mel_kicks_chingaling.seq	16
376	chingaling	oh_waiter_chingaling.seq	16
377	chingaling	oh_you_now_chingaling.seq	16
378	chingaling	patty_cake_chingaling.seq	16
379	chingaling	pump_whats_us_chingaling.seq	16
380	chingaling	push_down_socks_pulled_up_chingaling.seq	16
381	chingaling	queenie_raise_up_point_out_chingaling.seq	16
382	chingaling	r_side_flick_chingaling.seq	16
383	chingaling	r_skate_foot_chingaling.seq	16
384	chingaling	ro_ro_vogue_chingaling.seq	16
385	chingaling	roll_back_fluff_hair_chingaling.seq	16
386	chingaling	scoop_march_body_roll_chingaling.seq	16
387	chingaling	shades_marilyn_r_chingaling.seq	16
388	chingaling	swag_sway_chingaling.seq	16
389	chingaling	talk_that_smack_chingaling.seq	16
390	chingaling	torey_club_wrist_twist_foot_flick_chingaling.seq	16
391	chingaling	whip_step_chingaling.seq	16
392	chingaling	yack_yack_yack_chingaling.seq	16
393	chingaling	yeaheeee_clap_chingaling.seq	16
394	cupidshuffle	_1_2_step_cupidshuffle.seq	16
395	cupidshuffle	cupid_kicks_cupidshuffle.seq	16
396	cupidshuffle	finishing_move_cupidshuffle.seq	13
397	cupidshuffle	granddaddy_cupidshuffle.seq	16
398	cupidshuffle	hi_hat_cupidshuffle.seq	16
399	cupidshuffle	its_me_down_cupidshuffle.seq	16
400	cupidshuffle	its_me_up_cupidshuffle.seq	16
401	cupidshuffle	karate_kid_l_cupidshuffle.seq	16
402	cupidshuffle	karate_kid_r_cupidshuffle.seq	16
403	cupidshuffle	kick_turn_2_cupidshuffle.seq	16
404	cupidshuffle	kick_turn_cupidshuffle.seq	16
405	cupidshuffle	move_it_or_lose_it_cupidshuffle.seq	16
406	cupidshuffle	muscle_moving_cupidshuffle.seq	16
407	cupidshuffle	pounder_l_cupidshuffle.seq	16
408	cupidshuffle	pounder_r_cupidshuffle.seq	16
409	cupidshuffle	shuffle_cupidshuffle.seq	16
410	cupidshuffle	step_out_l_cupidshuffle.seq	16
411	cupidshuffle	step_out_r_cupidshuffle.seq	16
412	cupidshuffle	swerve_cupidshuffle.seq	16
413	cupidshuffle	thread_it_cupidshuffle.seq	16
414	cupidshuffle	walk_hi_hat_l_cupidshuffle.seq	16
415	cupidshuffle	walk_hi_hat_r_cupidshuffle.seq	16
416	cupidshuffle	walk_it_out_cupidshuffle.seq	16
417	dabutt	basketball_dabutt.seq	16
418	dabutt	bee_gees_dabutt.seq	16
419	dabutt	biggie_dabutt.seq	16
420	dabutt	broadway_bounce_dabutt.seq	16
421	dabutt	catch_bump_rl_dabutt.seq	16
422	dabutt	chop_it_up_dabutt.seq	16
423	dabutt	da_butt_dabutt.seq	16
424	dabutt	finishing_move_dabutt.seq	14
425	dabutt	get_it_dabutt.seq	16
426	dabutt	grimm_dabutt.seq	16
427	dabutt	hopscotch_dabutt.seq	16
428	dabutt	jazz_square_clap_dabutt.seq	16
429	dabutt	jefferson_dabutt.seq	16
430	dabutt	moonshine_l_dabutt.seq	16
431	dabutt	moonshine_r_dabutt.seq	16
432	dabutt	my_valentine_dabutt.seq	16
433	dabutt	polo_dabutt.seq	16
434	dabutt	potato_dabutt.seq	16
435	dabutt	rock_my_world_dabutt.seq	16
436	dabutt	roll_y_poll_y_dabutt.seq	16
437	dabutt	shake_dabutt.seq	16
438	dabutt	shoom_shoom_dabutt.seq	16
439	dabutt	shuffle_dabutt.seq	16
440	dabutt	ski_champ_dabutt.seq	16
441	dabutt	smooth_it_out_dabutt.seq	16
442	dabutt	so_sexy_dabutt.seq	16
443	dabutt	soldier_dabutt.seq	16
444	dabutt	stank_butterfly_l_dabutt.seq	16
445	dabutt	stank_butterfly_r_dabutt.seq	16
446	dabutt	sweep_under_dabutt.seq	16
447	dabutt	swift_step_dabutt.seq	16
448	dabutt	the_grind_l_dabutt.seq	16
449	dabutt	the_grind_r_dabutt.seq	16
450	dabutt	toe_snap_dabutt.seq	16
451	discoinferno	chesty_spirit_discoinferno.seq	16
452	discoinferno	chug_front_discoinferno.seq	16
453	discoinferno	drummy_burst_discoinferno.seq	16
454	discoinferno	energetics_down_discoinferno.seq	16
455	discoinferno	energetics_up_discoinferno.seq	16
456	discoinferno	feeling_awkard_l_d_discoinferno.seq	16
457	discoinferno	feeling_awkard_l_u_discoinferno.seq	16
458	discoinferno	feeling_awkard_r_d_discoinferno.seq	16
459	discoinferno	feeling_awkard_r_u_discoinferno.seq	16
460	discoinferno	finishing_move_discoinferno.seq	14
461	discoinferno	french_blade_l_discoinferno.seq	16
462	discoinferno	french_blade_r_discoinferno.seq	16
463	discoinferno	gimmie_skin_discoinferno.seq	16
464	discoinferno	heated_seats_discoinferno.seq	16
465	discoinferno	high_hip_discoinferno.seq	16
466	discoinferno	hot_seat_discoinferno.seq	16
467	discoinferno	i_lan_d_discoinferno.seq	16
468	discoinferno	jumpy_sit_discoinferno.seq	16
469	discoinferno	just_up_discoinferno.seq	16
470	discoinferno	kunle_jump_discoinferno.seq	16
471	discoinferno	robo_scuff_discoinferno.seq	16
472	discoinferno	robo_stance_discoinferno.seq	16
473	discoinferno	rocky_punches_discoinferno.seq	16
474	discoinferno	rolling_thunder_l_discoinferno.seq	16
475	discoinferno	rolling_thunder_r_discoinferno.seq	16
476	discoinferno	rolling_up_back_discoinferno.seq	16
477	discoinferno	shoutin_discoinferno.seq	16
478	discoinferno	slicey_break_discoinferno.seq	16
479	discoinferno	smooth_salsa_rock_l_discoinferno.seq	16
480	discoinferno	smooth_salsa_rock_r_discoinferno.seq	16
481	discoinferno	spirit_turn_discoinferno.seq	16
482	discoinferno	test_the_water_l_discoinferno.seq	16
483	discoinferno	test_the_water_r_discoinferno.seq	16
484	discoinferno	thunder_x_discoinferno.seq	16
485	discoinferno	ticker_discoinferno.seq	16
486	discoinferno	tri_toe_l_discoinferno.seq	16
487	discoinferno	tri_toe_r_discoinferno.seq	16
488	discoinferno	up_there_discoinferno.seq	16
489	electricboogie	arm_rolls_l_electricboogie.seq	16
490	electricboogie	arm_rolls_r_electricboogie.seq	16
491	electricboogie	bump_electricboogie.seq	16
492	electricboogie	es_easy_b_electricboogie.seq	16
493	electricboogie	es_easy_f_2_electricboogie.seq	16
494	electricboogie	es_easy_f_electricboogie.seq	16
495	electricboogie	es_easy_l_electricboogie.seq	16
496	electricboogie	es_easy_l_letthemusicplay.seq	16
497	electricboogie	es_easy_r_electricboogie.seq	16
498	electricboogie	es_easy_r_letthemusicplay.seq	16
499	electricboogie	es_grapevine_l_electricboogie.seq	16
500	electricboogie	es_grapevine_r_electricboogie.seq	16
501	electricboogie	es_hit_the_floor_electricboogie.seq	16
502	electricboogie	es_shuffle_l_electricboogie.seq	16
503	electricboogie	es_shuffle_r_electricboogie.seq	16
504	electricboogie	fast_locking_electricboogie.seq	16
505	electricboogie	finishing_move_electricboogie.seq	14
506	electricboogie	grapevine_l_electricboogie.seq	16
507	electricboogie	hard_claps_electricboogie.seq	16
508	electricboogie	hop_slap_knees_hitch_hike_electricboogie.seq	16
509	electricboogie	locking_combo_2_electricboogie.seq	16
510	electricboogie	locking_combo_electricboogie.seq	16
511	electricboogie	locking_walk_electricboogie.seq	16
512	electricboogie	look_l_look_r_electricboogie.seq	16
513	electricboogie	roll_groove_electricboogie.seq	16
514	electricboogie	slide_r_electricboogie.seq	16
515	electricboogie	step_touch_clap_clap_electricboogie.seq	16
516	electricboogie	sway_arms_electricboogie.seq	16
517	everybody	aj_l_everybody.seq	16
518	everybody	aj_r_hand_everybody.seq	16
519	everybody	answer_now_everybody.seq	16
